UID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp,later_date,Error,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,rpm_null
L56393,298.0,309.0,1679.0,32.4,90,0,No Failure,2002-12-19 21:00:00,False,0,0,1,0,0,0,0,False
L56394,298.0,308.9,1508.0,37.1,92,0,No Failure,2002-12-19 22:00:00,False,0,0,1,0,0,0,0,False
L56395,297.9,308.8,1681.0,111.5,94,0,No Failure,2002-12-19 23:00:00,False,0,0,1,0,0,0,0,False
H38630,297.7,308.8,1469.0,43.7,96,0,No Failure,2002-12-20 00:00:00,False,0,0,1,0,0,0,0,False
L56397,297.8,308.8,1421.0,49.6,101,0,No Failure,2002-12-20 01:00:00,False,0,0,1,0,0,0,0,False
L56398,297.7,308.8,1354.0,50.2,103,0,No Failure,2002-12-20 02:00:00,False,0,0,1,0,0,0,0,False
M24079,297.7,308.8,1350.0,57.0,105,0,No Failure,2002-12-20 03:00:00,False,0,0,1,0,0,0,0,False
L56400,281.8,308.9,1282.0,58.1,108,0,No Failure,2002-12-20 04:00:00,False,0,0,1,0,0,0,0,False
M24081,297.8,309.0,1675.0,30.0,110,0,No Failure,2002-12-20 05:00:00,False,0,0,1,0,0,0,0,False
M24082,297.9,309.0,1525.0,38.5,113,0,No Failure,2002-12-20 06:00:00,False,0,0,1,0,0,0,0,False
L56403,297.9,309.0,1382.0,43.9,116,0,No Failure,2002-12-20 07:00:00,False,0,0,1,0,0,0,0,False
L56404,297.9,309.0,1450.0,46.8,118,0,No Failure,2002-12-20 08:00:00,False,0,0,1,0,0,0,0,False
L56405,298.0,309.1,1820.0,23.6,120,0,No Failure,2002-12-20 09:00:00,False,0,0,1,0,0,0,0,False
L56406,298.0,309.1,1822.0,23.5,122,0,No Failure,2002-12-20 10:00:00,False,0,0,1,0,0,0,0,False
L56407,298.0,309.1,1473.0,44.3,124,0,No Failure,2002-12-20 11:00:00,False,0,0,1,0,0,0,0,False
M24088,298.1,309.1,1572.0,37.5,126,0,No Failure,2002-12-20 12:00:00,False,0,0,1,0,0,0,0,False
M24089,298.1,309.0,2042.0,17.8,129,0,No Failure,2002-12-20 13:00:00,False,0,0,1,0,0,0,0,False
L56410,298.2,309.2,1922.0,22.6,132,0,No Failure,2002-12-20 14:00:00,False,0,0,1,0,0,0,0,False
L56411,298.2,309.1,1539.0,36.5,134,0,No Failure,2002-12-20 15:00:00,False,0,0,1,0,0,0,0,False
L56412,298.2,309.1,1350.0,52.0,136,0,No Failure,2012-12-20 16:00:00,True,0,0,1,0,0,0,0,False
L56413,298.3,309.1,1403.0,45.1,138,0,No Failure,2002-12-20 17:00:00,False,0,0,1,0,0,0,0,False
L56414,298.3,309.1,1904.0,100.1,140,0,No Failure,2002-12-20 18:00:00,False,0,0,1,0,0,0,0,False
M24095,298.2,308.9,1592.0,35.2,142,0,No Failure,2002-12-20 19:00:00,False,0,0,1,0,0,0,0,False
L56416,298.1,308.7,1556.0,31.6,145,0,No Failure,2002-12-20 20:00:00,False,0,0,1,0,0,0,0,False
M24097,298.1,308.8,1811.0,25.4,147,0,No Failure,2002-12-20 21:00:00,False,0,0,1,0,0,0,0,False
M24098,298.2,308.8,1456.0,41.2,150,0,No Failure,2002-12-20 22:00:00,False,0,0,1,0,0,0,0,False
H38653,298.2,308.8,1436.0,51.9,153,0,No Failure,2002-12-20 23:00:00,False,0,0,1,0,0,0,0,False
M24100,298.1,308.7,1362.0,49.6,158,0,No Failure,2002-12-21 00:00:00,False,0,0,1,0,0,0,0,False
L56421,298.1,308.7,1683.0,29.1,161,0,No Failure,2002-12-21 01:00:00,False,0,0,1,0,0,0,0,False
M24102,298.2,308.7,1269.0,140.7,163,0,No Failure,2002-12-21 02:00:00,False,0,0,1,0,0,0,0,False
L56423,298.3,308.8,1454.0,49.0,166,0,No Failure,2002-12-21 03:00:00,False,0,0,1,0,0,0,0,False
L56424,298.3,308.8,1767.0,27.3,168,0,No Failure,2002-12-21 04:00:00,False,0,0,1,0,0,0,0,False
L56425,298.3,308.9,1708.0,27.3,170,0,No Failure,2002-12-21 05:00:00,False,0,0,1,0,0,0,0,False
L56426,298.3,308.9,1862.0,27.0,172,0,No Failure,2002-12-21 06:00:00,False,0,0,1,0,0,0,0,False
L56427,298.3,308.9,1695.0,30.7,174,0,No Failure,2002-12-21 07:00:00,False,0,0,1,0,0,0,0,False
M24108,298.3,309.1,1488.0,40.6,176,0,No Failure,2002-12-21 08:00:00,False,0,0,1,0,0,0,0,False
L56429,298.3,309.0,1657.0,32.2,179,0,No Failure,2002-12-21 09:00:00,False,0,0,1,0,0,0,0,False
H38664,298.3,309.0,1823.0,25.9,181,0,No Failure,2002-12-21 10:00:00,False,0,0,1,0,0,0,0,False
M24111,298.2,309.1,1651.0,28.8,186,0,No Failure,2002-12-21 11:00:00,False,0,0,1,0,0,0,0,False
M24112,298.1,309.0,1533.0,36.1,189,0,No Failure,2002-12-21 12:00:00,False,0,0,1,0,0,0,0,False
M24113,298.2,309.0,1508.0,40.5,192,0,No Failure,2002-12-21 13:00:00,False,0,0,1,0,0,0,0,False
L56434,298.3,309.1,1616.0,31.1,195,0,No Failure,2002-12-21 14:00:00,False,0,0,1,0,0,0,0,False
L56435,298.2,309.0,1651.0,31.5,197,0,No Failure,2002-12-21 15:00:00,False,0,0,1,0,0,0,0,False
L56436,282.2,309.1,1569.0,35.2,199,0,No Failure,2002-12-21 16:00:00,False,0,0,1,0,0,0,0,False
M24117,298.3,309.1,1296.0,58.7,201,0,No Failure,2002-12-21 17:00:00,False,0,0,1,0,0,0,0,False
H38672,298.3,309.0,1379.0,43.2,0,0,No Failure,2002-12-21 18:00:00,False,0,0,1,0,0,0,0,False
M24119,298.2,309.0,1694.0,107.8,5,0,No Failure,2002-12-21 19:00:00,False,0,0,1,0,0,0,0,False
L56440,298.2,309.0,1377.0,57.8,8,0,No Failure,2002-12-21 20:00:00,False,0,0,1,0,0,0,0,False
H38675,298.3,309.0,1470.0,38.4,10,0,No Failure,2002-12-21 21:00:00,False,0,0,1,0,0,0,0,False
M24122,298.3,309.1,1404.0,47.0,15,0,No Failure,2002-12-21 22:00:00,False,0,0,1,0,0,0,0,False
L56443,298.3,309.1,1593.0,40.1,18,0,No Failure,2002-12-21 23:00:00,False,0,0,1,0,0,0,0,False
M24124,298.3,309.0,1526.0,36.9,20,0,No Failure,2002-12-22 00:00:00,False,0,0,1,0,0,0,0,False
M24125,298.3,308.9,1390.0,129.5,23,0,No Failure,2002-12-22 01:00:00,False,0,0,1,0,0,0,0,False
L56446,298.2,308.9,1737.0,25.5,26,0,No Failure,2002-12-22 02:00:00,False,0,0,1,0,0,0,0,False
L56447,298.2,308.8,1362.0,57.3,28,0,No Failure,2002-12-22 03:00:00,False,0,0,1,0,0,0,0,False
L56448,298.2,308.8,1666.0,31.5,30,0,No Failure,2002-12-22 04:00:00,False,0,0,1,0,0,0,0,False
L56449,298.2,308.8,1354.0,60.9,32,0,No Failure,2002-12-22 05:00:00,False,0,0,1,0,0,0,0,False
L56450,298.2,308.8,1302.0,60.4,34,0,No Failure,2002-12-22 06:00:00,False,0,0,1,0,0,0,0,False
L56451,298.2,308.7,1991.0,20.5,36,0,No Failure,2002-12-22 07:00:00,False,0,0,1,0,0,0,0,False
L56452,298.2,308.6,1353.0,54.1,38,0,No Failure,2002-12-22 08:00:00,False,0,0,1,0,0,0,0,False
H38687,298.2,308.7,1520.0,35.7,40,0,No Failure,2002-12-22 09:00:00,False,0,0,1,0,0,0,0,False
L56454,298.2,308.7,1428.0,54.9,45,0,No Failure,2002-12-22 10:00:00,False,0,0,1,0,0,0,0,False
L56455,298.2,308.7,1605.0,29.4,47,0,No Failure,2002-12-22 11:00:00,False,0,0,1,0,0,0,0,False
L56456,298.1,308.7,1691.0,30.3,49,0,No Failure,2002-12-22 12:00:00,False,0,0,1,0,0,0,0,False
L56457,298.2,308.7,1447.0,48.4,51,0,No Failure,2002-12-22 13:00:00,False,0,0,1,0,0,0,0,False
H38692,298.2,308.8,1606.0,39.9,53,0,No Failure,2002-12-22 14:00:00,False,0,0,1,0,0,0,0,False
M24139,298.2,308.8,1645.0,108.0,58,0,No Failure,2002-12-22 15:00:00,False,0,0,1,0,0,0,0,False
H38694,298.2,308.8,1470.0,43.3,61,0,No Failure,2002-12-22 16:00:00,False,0,0,1,0,0,0,0,False
L56461,298.2,308.9,1336.0,45.0,66,0,No Failure,2002-12-22 17:00:00,False,0,0,1,0,0,0,0,False
M24142,298.2,308.9,1414.0,44.3,68,0,No Failure,2002-12-22 18:00:00,False,0,0,1,0,0,0,0,False
M24143,298.3,309.0,1802.0,27.5,71,0,No Failure,2002-12-22 19:00:00,False,0,0,1,0,0,0,0,False
L56464,298.2,308.9,1683.0,31.7,74,0,No Failure,2002-12-22 20:00:00,False,0,0,1,0,0,0,0,False
M24145,298.2,309.0,1410.0,47.6,76,0,Error,2002-12-22 21:00:00,False,1,0,0,0,0,0,0,False
L56466,282.2,308.9,1605.0,32.0,79,0,No Failure,2002-12-22 22:00:00,False,0,0,1,0,0,0,0,False
L56467,298.2,308.9,1709.0,28.1,81,0,No Failure,2002-12-22 23:00:00,False,0,0,1,0,0,0,0,False
L56468,298.2,308.9,1444.0,53.1,83,0,No Failure,2002-12-23 00:00:00,False,0,0,1,0,0,0,0,False
L56469,298.2,308.9,1367.0,45.0,85,0,No Failure,2002-12-23 01:00:00,False,0,0,1,0,0,0,0,False
L56470,298.2,309.0,1418.0,44.2,87,0,No Failure,2002-12-23 02:00:00,False,0,0,1,0,0,0,0,False
L56471,298.2,309.0,1353.0,57.8,89,0,No Failure,2002-12-23 03:00:00,False,0,0,1,0,0,0,0,False
L56472,298.2,309.0,1643.0,34.1,91,0,No Failure,2002-12-23 04:00:00,False,0,0,1,0,0,0,0,False
L56473,298.3,309.1,1437.0,38.0,93,0,No Failure,2002-12-23 05:00:00,False,0,0,1,0,0,0,0,False
L56474,298.1,309.0,1437.0,36.2,95,0,No Failure,2002-12-23 06:00:00,False,0,0,1,0,0,0,0,False
M24155,298.2,309.0,1413.0,47.9,97,0,No Failure,2002-12-23 07:00:00,False,0,0,1,0,0,0,0,False
H38710,298.2,309.0,1524.0,39.1,100,0,No Failure,2002-12-23 08:00:00,False,0,0,1,0,0,0,0,False
M24157,298.1,308.9,1479.0,43.4,105,0,No Failure,2002-12-23 09:00:00,False,0,0,1,0,0,0,0,False
L56478,298.1,308.9,1313.0,50.6,108,0,No Failure,2002-12-23 10:00:00,False,0,0,1,0,0,0,0,False
M24159,282.1,308.9,1335.0,50.4,110,0,No Failure,2002-12-23 11:00:00,False,0,0,1,0,0,0,0,False
L56480,298.1,308.9,1367.0,41.9,113,0,No Failure,2002-12-23 12:00:00,False,0,0,1,0,0,0,0,False
M24161,298.1,308.9,1459.0,50.3,115,0,No Failure,2002-12-23 13:00:00,False,0,0,1,0,0,0,0,False
M24162,298.1,308.9,1804.0,25.1,118,0,No Failure,2002-12-23 14:00:00,False,0,0,1,0,0,0,0,False
L56483,298.2,309.0,1491.0,38.3,121,0,No Failure,2002-12-23 15:00:00,False,0,0,1,0,0,0,0,False
L56484,298.3,309.1,1537.0,43.0,123,0,No Failure,2002-12-23 16:00:00,False,0,0,1,0,0,0,0,False
H38719,298.3,309.1,1646.0,30.2,125,0,No Failure,2002-12-23 17:00:00,False,0,0,1,0,0,0,0,False
M24166,298.3,309.2,1783.0,28.3,130,0,No Failure,2002-12-23 18:00:00,False,0,0,1,0,0,0,0,False
L56487,298.3,309.1,1395.0,49.8,133,0,No Failure,2002-12-23 19:00:00,False,0,0,1,0,0,0,0,False
L56488,298.4,309.1,1423.0,48.0,135,0,No Failure,2002-12-23 20:00:00,False,0,0,1,0,0,0,0,False
L56489,298.3,309.2,1562.0,37.6,137,0,No Failure,2002-12-23 21:00:00,False,0,0,1,0,0,0,0,False
L56490,298.4,309.3,1549.0,40.8,139,0,No Failure,2002-12-23 22:00:00,False,0,0,1,0,0,0,0,False
L56491,298.4,309.4,1540.0,43.2,141,0,No Failure,2002-12-23 23:00:00,False,0,0,1,0,0,0,0,False
H38726,298.5,309.4,1573.0,33.6,143,0,No Failure,2002-12-24 00:00:00,False,0,0,1,0,0,0,0,False
L56493,298.5,309.4,1418.0,45.1,148,0,No Failure,2002-12-24 01:00:00,False,0,0,1,0,0,0,0,False
M24174,298.5,309.4,1565.0,33.7,150,0,No Failure,2002-12-24 02:00:00,False,0,0,1,0,0,0,0,False
L56495,298.5,309.5,1569.0,41.0,153,0,No Failure,2002-12-24 03:00:00,False,0,0,1,0,0,0,0,False
H38730,298.5,309.4,1417.0,41.2,155,0,No Failure,2002-12-24 04:00:00,False,0,0,1,0,0,0,0,False
L56497,298.5,309.5,1480.0,38.1,160,0,No Failure,2002-12-24 05:00:00,False,0,0,1,0,0,0,0,False
L56498,298.5,309.4,1364.0,44.5,162,0,No Failure,2002-12-24 06:00:00,False,0,0,1,0,0,0,0,False
L56499,298.5,309.4,1911.0,21.5,164,0,No Failure,2002-12-24 07:00:00,False,0,0,1,0,0,0,0,False
L56500,298.4,309.3,1409.0,43.1,166,0,No Failure,2002-12-24 08:00:00,False,0,0,1,0,0,0,0,False
L56501,298.4,309.2,1335.0,53.5,168,0,No Failure,2002-12-24 09:00:00,False,0,0,1,0,0,0,0,False
M24182,298.5,309.3,1512.0,38.1,170,0,No Failure,2002-12-24 10:00:00,False,0,0,1,0,0,0,0,False
L56503,298.6,309.4,1447.0,40.2,173,0,No Failure,2002-12-24 11:00:00,False,0,0,1,0,0,0,0,False
L56504,298.6,309.3,1537.0,37.6,175,0,No Failure,2002-12-24 12:00:00,False,0,0,1,0,0,0,0,False
M24185,298.6,309.3,1510.0,40.8,177,0,No Failure,2002-12-24 13:00:00,False,0,0,1,0,0,0,0,False
L56506,298.6,309.3,1677.0,31.2,180,0,No Failure,2002-12-24 14:00:00,False,0,0,1,0,0,0,0,False
L56507,298.5,309.2,1504.0,33.7,182,0,No Failure,2002-12-24 15:00:00,False,0,0,1,0,0,0,0,False
H38742,298.5,309.1,2051.0,19.0,184,0,No Failure,2002-12-24 16:00:00,False,0,0,1,0,0,0,0,False
L56509,282.5,309.1,1474.0,41.3,189,0,No Failure,2002-12-24 17:00:00,False,0,0,1,0,0,0,0,False
M24190,298.4,309.0,1507.0,36.1,191,0,No Failure,2002-12-24 18:00:00,False,0,0,1,0,0,0,0,False
L56511,298.4,308.9,1496.0,37.9,194,0,No Failure,2002-12-24 19:00:00,False,0,0,1,0,0,0,0,False
M24192,298.5,309.0,1921.0,22.0,196,0,No Failure,2002-12-24 20:00:00,False,0,0,1,0,0,0,0,False
L56513,298.5,309.0,1450.0,40.5,199,0,No Failure,2002-12-24 21:00:00,False,0,0,1,0,0,0,0,False
L56514,298.4,308.9,1402.0,44.8,201,0,No Failure,2002-12-24 22:00:00,False,0,0,1,0,0,0,0,False
L56515,298.4,308.9,1501.0,50.0,203,0,No Failure,2002-12-24 23:00:00,False,0,0,1,0,0,0,0,False
L56516,298.5,308.9,1725.0,31.9,205,0,Error,2002-12-25 00:00:00,False,1,0,0,0,0,0,0,False
H38751,298.5,308.9,1500.0,40.3,207,0,No Failure,2002-12-25 01:00:00,False,0,0,1,0,0,0,0,False
H38752,298.5,309.0,1531.0,30.8,212,0,No Failure,2002-12-25 02:00:00,False,0,0,1,0,0,0,0,False
L56519,282.5,309.0,1458.0,44.8,217,0,No Failure,2002-12-25 03:00:00,False,0,0,1,0,0,0,0,False
H38754,298.4,308.9,1577.0,116.9,0,0,No Failure,2002-12-25 04:00:00,False,0,0,1,0,0,0,0,False
M24201,298.3,308.9,1363.0,46.1,5,0,No Failure,2002-12-25 05:00:00,False,0,0,1,0,0,0,0,False
H38756,298.3,308.9,1706.0,31.8,8,0,No Failure,2002-12-25 06:00:00,False,0,0,1,0,0,0,0,False
M24203,298.3,308.8,1391.0,50.4,13,0,No Failure,2002-12-25 07:00:00,False,0,0,1,0,0,0,0,False
L56524,298.2,308.8,1616.0,33.7,16,0,No Failure,2002-12-25 08:00:00,False,0,0,1,0,0,0,0,False
L56525,298.2,308.8,1442.0,47.0,18,0,No Failure,2002-12-25 09:00:00,False,0,0,1,0,0,0,0,False
M24206,298.2,308.8,1626.0,40.4,20,0,No Failure,2002-12-25 10:00:00,False,0,0,1,0,0,0,0,False
M24207,298.2,308.7,1426.0,42.6,23,0,No Failure,2002-12-25 11:00:00,False,0,0,1,0,0,0,0,False
L56528,298.2,308.7,1436.0,49.1,26,0,No Failure,2002-12-25 12:00:00,False,0,0,1,0,0,0,0,False
M24209,298.2,308.7,1599.0,36.2,28,0,No Failure,2002-12-25 13:00:00,False,0,0,1,0,0,0,0,False
L56530,298.2,308.7,2186.0,17.8,31,0,No Failure,2002-12-25 14:00:00,False,0,0,1,0,0,0,0,False
L56531,298.3,308.8,1645.0,30.4,33,0,No Failure,2002-12-25 15:00:00,False,0,0,1,0,0,0,0,False
L56532,298.2,308.7,1780.0,27.9,35,0,No Failure,2002-12-25 16:00:00,False,0,0,1,0,0,0,0,False
L56533,298.2,308.8,1345.0,44.3,37,0,No Failure,2002-12-25 17:00:00,False,0,0,1,0,0,0,0,False
M24214,298.2,308.8,1607.0,31.9,39,0,No Failure,2002-12-25 18:00:00,False,0,0,1,0,0,0,0,False
L56535,298.3,308.9,1708.0,28.0,42,0,No Failure,2002-12-25 19:00:00,False,0,0,1,0,0,0,0,False
L56536,298.3,308.9,1270.0,52.7,44,0,No Failure,2002-12-25 20:00:00,False,0,0,1,0,0,0,0,False
M24217,298.3,308.9,1646.0,25.4,46,0,No Failure,2002-12-25 21:00:00,False,0,0,1,0,0,0,0,False
L56538,298.2,308.7,1407.0,45.1,49,0,No Failure,2002-12-25 22:00:00,False,0,0,1,0,0,0,0,False
M24219,298.1,308.7,1581.0,47.4,51,0,No Failure,2002-12-25 23:00:00,False,0,0,1,0,0,0,0,False
L56540,298.0,308.6,1532.0,42.6,54,0,No Failure,2002-12-26 00:00:00,False,0,0,1,0,0,0,0,False
L56541,298.0,308.6,1610.0,33.1,56,0,No Failure,2002-12-26 01:00:00,False,0,0,1,0,0,0,0,False
M24222,298.0,308.5,1682.0,33.0,58,0,No Failure,2002-12-26 02:00:00,False,0,0,1,0,0,0,0,False
L56543,297.9,308.5,1519.0,34.3,61,0,No Failure,2002-12-26 03:00:00,False,0,0,1,0,0,0,0,False
L56544,281.9,308.5,1683.0,28.5,63,0,No Failure,2002-12-26 04:00:00,False,0,0,1,0,0,0,0,False
M24225,298.0,308.6,1254.0,55.8,65,0,No Failure,2002-12-26 05:00:00,False,0,0,1,0,0,0,0,False
L56546,298.0,308.5,1461.0,48.0,68,0,No Failure,2002-12-26 06:00:00,False,0,0,1,0,0,0,0,False
L56547,297.9,308.5,1472.0,45.1,70,0,No Failure,2002-12-26 07:00:00,False,0,0,1,0,0,0,0,False
L56548,297.7,308.4,1510.0,38.6,72,0,No Failure,2002-12-26 08:00:00,False,0,0,1,0,0,0,0,False
M24229,297.7,308.3,1547.0,116.6,74,0,No Failure,2002-12-26 09:00:00,False,0,0,1,0,0,0,0,False
H38784,297.7,308.4,1418.0,51.9,77,0,No Failure,2002-12-26 10:00:00,False,0,0,1,0,0,0,0,False
L56551,297.7,308.4,,51.3,82,0,No Failure,2002-12-26 11:00:00,False,0,0,1,0,0,0,0,True
L56552,297.7,308.4,1487.0,41.4,84,0,No Failure,2002-12-26 12:00:00,False,0,0,1,0,0,0,0,False
L56553,297.7,308.5,1453.0,45.5,86,0,No Failure,2002-12-26 13:00:00,False,0,0,1,0,0,0,0,False
M24234,297.8,308.5,1466.0,44.7,88,0,No Failure,2002-12-26 14:00:00,False,0,0,1,0,0,0,0,False
H38789,297.7,308.4,1288.0,49.5,91,0,No Failure,2002-12-26 15:00:00,False,0,0,1,0,0,0,0,False
H38790,297.7,308.4,1738.0,27.7,96,0,No Failure,2002-12-26 16:00:00,False,0,0,1,0,0,0,0,False
H38791,297.7,308.3,1488.0,41.0,101,0,No Failure,2002-12-26 17:00:00,False,0,0,1,0,0,0,0,False
L56558,297.6,308.3,1816.0,28.8,106,0,No Failure,2002-12-26 18:00:00,False,0,0,1,0,0,0,0,False
L56559,297.5,308.2,1419.0,48.5,108,0,No Failure,2002-12-26 19:00:00,False,0,0,1,0,0,0,0,False
L56560,297.4,308.1,1435.0,45.7,110,0,No Failure,2002-12-26 20:00:00,False,0,0,1,0,0,0,0,False
M24241,297.5,308.1,1480.0,122.2,112,0,No Failure,2002-12-26 21:00:00,False,0,0,1,0,0,0,0,False
L56562,297.5,308.2,1610.0,33.6,115,0,No Failure,2002-12-26 22:00:00,False,0,0,1,0,0,0,0,False
H38797,297.5,308.1,1548.0,38.2,117,0,No Failure,2002-12-26 23:00:00,False,0,0,1,0,0,0,0,False
M24244,297.6,308.1,1379.0,57.4,122,0,No Failure,2002-12-27 00:00:00,False,0,0,1,0,0,0,0,False
M24245,297.5,308.1,1907.0,23.5,125,0,No Failure,2002-12-27 01:00:00,False,0,0,1,0,0,0,0,False
M24246,297.5,308.0,2033.0,16.7,128,0,No Failure,2002-12-27 02:00:00,False,0,0,1,0,0,0,0,False
H38801,297.4,307.9,1390.0,52.0,131,0,No Failure,2002-12-27 03:00:00,False,0,0,1,0,0,0,0,False
M24248,297.5,307.9,1544.0,37.9,136,0,No Failure,2002-12-27 04:00:00,False,0,0,1,0,0,0,0,False
L56569,297.6,308.0,1258.0,57.4,139,0,No Failure,2002-12-27 05:00:00,False,0,0,1,0,0,0,0,False
M24250,297.5,308.0,1560.0,39.0,141,0,No Failure,2002-12-27 06:00:00,False,0,0,1,0,0,0,0,False
H38805,297.6,308.2,2071.0,18.5,144,0,No Failure,2002-12-27 07:00:00,False,0,0,1,0,0,0,0,False
L56572,297.6,308.1,1437.0,46.3,149,0,No Failure,2002-12-27 08:00:00,False,0,0,1,0,0,0,0,False
H38807,297.7,308.2,1489.0,43.0,151,0,No Failure,2002-12-27 09:00:00,False,0,0,1,0,0,0,0,False
L56574,297.7,308.2,1334.0,53.0,156,0,No Failure,2002-12-27 10:00:00,False,0,0,1,0,0,0,0,False
L56575,297.7,308.2,1500.0,39.9,158,0,No Failure,2002-12-27 11:00:00,False,0,0,1,0,0,0,0,False
L56576,297.8,308.3,1498.0,47.3,160,0,No Failure,2002-12-27 12:00:00,False,0,0,1,0,0,0,0,False
M24257,297.7,308.2,1370.0,53.4,162,0,No Failure,2002-12-27 13:00:00,False,0,0,1,0,0,0,0,False
H38812,297.7,308.2,1526.0,40.1,165,0,No Failure,2002-12-27 14:00:00,False,0,0,1,0,0,0,0,False
L56579,297.8,308.3,1477.0,44.8,170,0,No Failure,2002-12-27 15:00:00,False,0,0,1,0,0,0,0,False
L56580,297.7,308.2,1446.0,43.9,172,0,No Failure,2002-12-27 16:00:00,False,0,0,1,0,0,0,0,False
M24261,297.7,308.2,1720.0,105.4,174,0,No Failure,2002-12-27 17:00:00,False,0,0,1,0,0,0,0,False
L56582,297.7,308.1,1734.0,30.7,177,0,No Failure,2002-12-27 18:00:00,False,0,0,1,0,0,0,0,False
L56583,297.7,308.1,1697.0,29.1,179,0,No Failure,2002-12-27 19:00:00,False,0,0,1,0,0,0,0,False
L56584,281.7,308.2,2007.0,19.3,181,0,No Failure,2002-12-27 20:00:00,False,0,0,1,0,0,0,0,False
M24265,297.7,308.1,1469.0,48.8,183,0,No Failure,2002-12-27 21:00:00,False,0,0,1,0,0,0,0,False
M24266,297.7,308.1,2189.0,15.6,186,0,No Failure,2002-12-27 22:00:00,False,0,0,1,0,0,0,0,False
L56587,297.8,308.3,1435.0,50.1,189,0,No Failure,2002-12-27 23:00:00,False,0,0,1,0,0,0,0,False
H38822,281.9,308.4,1637.0,114.3,191,0,No Failure,2002-12-28 00:00:00,False,0,0,1,0,0,0,0,False
L56589,298.0,308.5,1664.0,28.3,196,0,No Failure,2002-12-28 01:00:00,False,0,0,1,0,0,0,0,False
M24270,298.0,308.5,1666.0,31.0,198,0,No Failure,2002-12-28 02:00:00,False,0,0,1,0,0,0,0,False
L56591,298.0,308.5,1404.0,46.6,201,0,No Failure,2002-12-28 03:00:00,False,0,0,1,0,0,0,0,False
L56592,298.0,308.5,1702.0,26.7,203,0,No Failure,2002-12-28 04:00:00,False,0,0,1,0,0,0,0,False
L56593,298.1,308.6,1439.0,44.9,205,0,No Failure,2002-12-28 05:00:00,False,0,0,1,0,0,0,0,False
L56594,298.1,308.6,1354.0,53.9,207,1,Overstrain Failure,2002-12-28 06:00:00,False,0,0,0,1,0,0,0,False
M24275,298.2,308.7,1361.0,44.2,0,0,No Failure,2002-12-28 07:00:00,False,0,0,1,0,0,0,0,False
M24276,298.1,308.5,1463.0,45.9,3,0,No Failure,2002-12-28 08:00:00,False,0,0,1,0,0,0,0,False
H38831,298.1,308.4,1515.0,43.8,6,0,No Failure,2002-12-28 09:00:00,False,0,0,1,0,0,0,0,False
L56598,298.0,308.4,1432.0,46.2,11,0,No Failure,2002-12-28 10:00:00,False,0,0,1,0,0,0,0,False
L56599,298.0,308.4,1911.0,22.0,13,0,No Failure,2002-12-28 11:00:00,False,0,0,1,0,0,0,0,False
L56600,298.0,308.4,1472.0,42.0,15,0,No Failure,2002-12-28 12:00:00,False,0,0,1,0,0,0,0,False
M24281,298.1,308.5,1382.0,54.5,17,0,No Failure,2002-12-28 13:00:00,False,0,0,1,0,0,0,0,False
L56602,298.1,308.5,1665.0,29.6,20,0,No Failure,2002-12-28 14:00:00,False,0,0,1,0,0,0,0,False
L56603,298.1,308.5,1676.0,30.5,22,0,No Failure,2002-12-28 15:00:00,False,0,0,1,0,0,0,0,False
M24284,298.0,308.5,1585.0,33.0,24,0,No Failure,2002-12-28 16:00:00,False,0,0,1,0,0,0,0,False
M24285,298.1,308.6,1415.0,46.3,27,0,No Failure,2002-12-28 17:00:00,False,0,0,1,0,0,0,0,False
L56606,298.1,308.7,1341.0,55.7,30,0,No Failure,2002-12-28 18:00:00,False,0,0,1,0,0,0,0,False
L56607,298.2,308.8,1540.0,34.8,32,0,No Failure,2002-12-28 19:00:00,False,0,0,1,0,0,0,0,False
H38842,298.2,308.8,1837.0,28.4,34,0,No Failure,2002-12-28 20:00:00,False,0,0,1,0,0,0,0,False
L56609,298.2,308.8,1498.0,36.0,39,0,No Failure,2002-12-28 21:00:00,False,0,0,1,0,0,0,0,False
L56610,298.1,308.7,1671.0,28.8,41,0,No Failure,2002-12-28 22:00:00,False,0,0,1,0,0,0,0,False
L56611,298.0,308.6,1430.0,57.0,43,0,No Failure,2002-12-28 23:00:00,False,0,0,1,0,0,0,0,False
L56612,298.0,308.7,1619.0,40.1,45,0,No Failure,2002-12-29 00:00:00,False,0,0,1,0,0,0,0,False
M24293,298.0,308.7,1430.0,51.9,47,0,No Failure,2002-12-29 01:00:00,False,0,0,1,0,0,0,0,False
L56614,298.0,308.6,1626.0,33.3,50,0,No Failure,2002-12-29 02:00:00,False,0,0,1,0,0,0,0,False
L56615,298.0,308.7,1443.0,49.3,52,0,No Failure,2002-12-29 03:00:00,False,0,0,1,0,0,0,0,False
L56616,298.0,308.6,1481.0,42.5,54,0,No Failure,2002-12-29 04:00:00,False,0,0,1,0,0,0,0,False
M24297,298.1,308.7,1527.0,43.0,56,0,No Failure,2002-12-29 05:00:00,False,0,0,1,0,0,0,0,False
M24298,298.1,308.7,1315.0,56.8,59,0,No Failure,2002-12-29 06:00:00,False,0,0,1,0,0,0,0,False
M24299,298.1,308.8,1433.0,48.2,62,0,No Failure,2002-12-29 07:00:00,False,0,0,1,0,0,0,0,False
